rank,ranking_type,like_user_id,creator_name,creator_urlname,creator_url,has_profile_url,likes_count,first_like_at,last_like_at,follower_count,generated_at,period_start,period_end
20,total,10071829,動きのラフテル@理学療法,proper_swan3597,https://note.com/proper_swan3597,True,88,2025-10-29T06:24:28+09:00,2026-04-26T11:15:44+09:00,1403,2026-05-02T16:58:03.616996+09:00,2024-06-10T20:07:53+09:00,2026-05-02T16:53:58+09:00
21,total,12521570,しろのある,shirono_aru,https://note.com/shirono_aru,True,86,2025-11-15T14:12:20+09:00,2026-05-02T14:18:10+09:00,3580,2026-05-02T16:58:03.616996+09:00,2024-06-10T20:07:53+09:00,2026-05-02T16:53:58+09:00
22,total,11436595,ひろ,fair_guppy4626,https://note.com/fair_guppy4626,True,80,2025-12-21T09:05:36+09:00,2026-04-30T08:45:56+09:00,950,2026-05-02T16:58:03.616996+09:00,2024-06-10T20:07:53+09:00,2026-05-02T16:53:58+09:00
23,total,12232616,デジさしみ | IT現場の効率家,digital_sashimi,https://note.com/digital_sashimi,True,71,2026-02-04T23:45:56+09:00,2026-05-02T07:25:27+09:00,508,2026-05-02T16:58:03.616996+09:00,2024-06-10T20:07:53+09:00,2026-05-02T16:53:58+09:00
24,total,12589788,ういろう,tsubakinu,https://note.com/tsubakinu,True,70,2026-02-09T13:05:42+09:00,2026-05-02T15:00:25+09:00,457,2026-05-02T16:58:03.616996+09:00,2024-06-10T20:07:53+09:00,2026-05-02T16:53:58+09:00
25,total,8386686,夏目 龍頭｜AI Creative Lab,shio_batapopcorn,https://note.com/shio_batapopcorn,True,70,2025-10-12T22:18:57+09:00,2026-04-30T11:11:06+09:00,2972,2026-05-02T16:58:03.616996+09:00,2024-06-10T20:07:53+09:00,2026-05-02T16:53:58+09:00
26,total,11395794,零ぴちゅ。,reipichu,https://note.com/reipichu,True,67,2025-11-02T23:59:48+09:00,2026-05-01T20:13:22+09:00,3344,2026-05-02T16:58:03.616996+09:00,2024-06-10T20:07:53+09:00,2026-05-02T16:53:58+09:00
27,total,11266699,旅くま,tabikuma_oji,https://note.com/tabikuma_oji,True,66,2025-10-13T09:24:22+09:00,2026-05-01T14:26:36+09:00,1063,2026-05-02T16:58:03.616996+09:00,2024-06-10T20:07:53+09:00,2026-05-02T16:53:58+09:00
28,total,12235051,青井透子｜日常の過剰解釈屋　,crisp_chimp0823,https://note.com/crisp_chimp0823,True,62,2026-01-17T09:52:15+09:00,2026-05-02T11:24:28+09:00,368,2026-05-02T16:58:03.616996+09:00,2024-06-10T20:07:53+09:00,2026-05-02T16:53:58+09:00
29,total,11914162,キヲ@AIイラストレーター,alert_yak4745,https://note.com/alert_yak4745,True,59,2025-11-15T15:46:23+09:00,2026-05-02T08:57:55+09:00,2521,2026-05-02T16:58:03.616996+09:00,2024-06-10T20:07:53+09:00,2026-05-02T16:53:58+09:00
30,total,3608968,KITAcore｜キタコレ＠ログプレイヤー,ktcrs1107,https://note.com/ktcrs1107,True,59,2025-10-02T12:12:25+09:00,2026-04-01T15:05:21+09:00,1021,2026-05-02T16:58:03.616996+09:00,2024-06-10T20:07:53+09:00,2026-05-02T16:53:58+09:00
31,total,11742994,薄紫もと　,fresh_loris1944,https://note.com/fresh_loris1944,True,57,2025-10-13T20:46:37+09:00,2026-05-01T07:18:30+09:00,3037,2026-05-02T16:58:03.616996+09:00,2024-06-10T20:07:53+09:00,2026-05-02T16:53:58+09:00
32,total,10803734,yaema,syousonankei2523,https://note.com/syousonankei2523,True,57,2026-01-04T03:53:49+09:00,2026-04-30T21:30:53+09:00,83,2026-05-02T16:58:03.616996+09:00,2024-06-10T20:07:53+09:00,2026-05-02T16:53:58+09:00
33,total,11957013,picko,alpacako,https://note.com/alpacako,True,57,2025-11-30T08:46:50+09:00,2026-04-07T00:55:10+09:00,673,2026-05-02T16:58:03.616996+09:00,2024-06-10T20:07:53+09:00,2026-05-02T16:53:58+09:00
34,total,12848229,そら,flux_water,https://note.com/flux_water,True,55,2026-03-15T03:19:24+09:00,2026-05-01T07:35:40+09:00,87,2026-05-02T16:58:03.616996+09:00,2024-06-10T20:07:53+09:00,2026-05-02T16:53:58+09:00
35,total,13125356,EARTH🌎,fast_thyme336,https://note.com/fast_thyme336,True,51,2025-12-27T06:55:43+09:00,2026-05-02T08:06:04+09:00,769,2026-05-02T16:58:03.616996+09:00,2024-06-10T20:07:53+09:00,2026-05-02T16:53:58+09:00
36,total,12923426,miyuri,miyuriii_2nd,https://note.com/miyuriii_2nd,True,51,2025-12-23T11:03:07+09:00,2026-04-18T01:12:10+09:00,209,2026-05-02T16:58:03.616996+09:00,2024-06-10T20:07:53+09:00,2026-05-02T16:53:58+09:00
37,total,12498736,ことのは👁‍🗨知識収集家,kotonoha_bridge,https://note.com/kotonoha_bridge,True,49,2026-03-07T10:43:13+09:00,2026-05-02T07:23:08+09:00,563,2026-05-02T16:58:03.616996+09:00,2024-06-10T20:07:53+09:00,2026-05-02T16:53:58+09:00
38,total,11905841,顔のない問い,sasoib_ehtal,https://note.com/sasoib_ehtal,True,48,2025-12-21T16:17:44+09:00,2026-04-29T21:13:45+09:00,678,2026-05-02T16:58:03.616996+09:00,2024-06-10T20:07:53+09:00,2026-05-02T16:53:58+09:00
39,total,11092056,KOU,mamemame_aka,https://note.com/mamemame_aka,True,47,2025-09-07T08:49:46+09:00,2026-05-01T12:09:52+09:00,1854,2026-05-02T16:58:03.616996+09:00,2024-06-10T20:07:53+09:00,2026-05-02T16:53:58+09:00
40,total,10361439,とるちぇ｜AIライター｜活用術×解説者,tortue344,https://note.com/tortue344,True,47,2025-11-01T09:44:32+09:00,2026-03-09T12:11:01+09:00,1735,2026-05-02T16:58:03.616996+09:00,2024-06-10T20:07:53+09:00,2026-05-02T16:53:58+09:00
41,total,5738970,営業fafa | note業界No.1営業マン,kohana1112,https://note.com/kohana1112,True,46,2026-02-07T21:07:15+09:00,2026-05-02T11:08:56+09:00,1245,2026-05-02T16:58:03.616996+09:00,2024-06-10T20:07:53+09:00,2026-05-02T16:53:58+09:00
42,total,12228457,クロヤシ編集局,tasty_yucca5126,https://note.com/tasty_yucca5126,True,45,2025-10-31T08:03:45+09:00,2026-05-02T09:08:33+09:00,345,2026-05-02T16:58:03.616996+09:00,2024-06-10T20:07:53+09:00,2026-05-02T16:53:58+09:00
43,total,1825193,井ノ部(inobe) | AI×内向型マーケター,inobe_raku,https://note.com/inobe_raku,True,45,2025-12-30T09:21:45+09:00,2026-04-12T09:48:52+09:00,184,2026-05-02T16:58:03.616996+09:00,2024-06-10T20:07:53+09:00,2026-05-02T16:53:58+09:00
44,total,11699261,中野英仁,hidehito_n,https://note.com/hidehito_n,True,45,2025-09-30T08:07:32+09:00,2026-04-08T06:56:38+09:00,2408,2026-05-02T16:58:03.616996+09:00,2024-06-10T20:07:53+09:00,2026-05-02T16:53:58+09:00
45,total,12447284,ふな,funa04,https://note.com/funa04,True,43,2025-12-02T10:55:52+09:00,2026-05-02T12:23:51+09:00,353,2026-05-02T16:58:03.616996+09:00,2024-06-10T20:07:53+09:00,2026-05-02T16:53:58+09:00
46,total,11782803,心野けいか🐹（ハムスターの人）,koko_kei,https://note.com/koko_kei,True,43,2025-12-22T12:17:59+09:00,2026-04-28T06:55:08+09:00,1350,2026-05-02T16:58:03.616996+09:00,2024-06-10T20:07:53+09:00,2026-05-02T16:53:58+09:00
47,total,12466077,ヒトミ｜世界観を描くAIアーティスト,hitomi_i11,https://note.com/hitomi_i11,True,43,2025-10-23T21:23:36+09:00,2026-03-22T22:48:14+09:00,315,2026-05-02T16:58:03.616996+09:00,2024-06-10T20:07:53+09:00,2026-05-02T16:53:58+09:00
48,total,13094187,ミナト汐　＠光と構図のアトリエ,n_kazumai55633,https://note.com/n_kazumai55633,True,41,2026-02-10T17:33:10+09:00,2026-05-02T01:43:52+09:00,409,2026-05-02T16:58:03.616996+09:00,2024-06-10T20:07:53+09:00,2026-05-02T16:53:58+09:00
49,total,13287179,俊,nifty_daisy5185,https://note.com/nifty_daisy5185,True,41,2026-02-09T20:12:13+09:00,2026-04-03T11:44:09+09:00,1039,2026-05-02T16:58:03.616996+09:00,2024-06-10T20:07:53+09:00,2026-05-02T16:53:58+09:00
50,total,9763026,kodra411,kodra411,https://note.com/kodra411,True,40,2026-01-21T03:40:37+09:00,2026-04-17T07:29:14+09:00,1339,2026-05-02T16:58:03.616996+09:00,2024-06-10T20:07:53+09:00,2026-05-02T16:53:58+09:00
51,total,9933409,誠実に、ひたむきに,real_hare9943,https://note.com/real_hare9943,True,39,2026-02-06T14:18:59+09:00,2026-05-02T08:58:22+09:00,2737,2026-05-02T16:58:03.616996+09:00,2024-06-10T20:07:53+09:00,2026-05-02T16:53:58+09:00
52,total,4859491,スイッチくん🐻😊 │ 自作LLMを趣味で、開発🌈,switchkun_2103,https://note.com/switchkun_2103,True,37,2025-11-06T19:49:22+09:00,2026-05-02T12:54:57+09:00,603,2026-05-02T16:58:03.616996+09:00,2024-06-10T20:07:53+09:00,2026-05-02T16:53:58+09:00
53,total,11575561,いちごいぬ,tmits01,https://note.com/tmits01,True,37,2025-11-08T09:03:42+09:00,2026-05-01T12:04:50+09:00,1185,2026-05-02T16:58:03.616996+09:00,2024-06-10T20:07:53+09:00,2026-05-02T16:53:58+09:00
54,total,13574554,ホンネタロウ AI漫画,akmistpruqr123,https://note.com/akmistpruqr123,True,36,2026-03-17T09:14:24+09:00,2026-05-01T06:53:39+09:00,465,2026-05-02T16:58:03.616996+09:00,2024-06-10T20:07:53+09:00,2026-05-02T16:53:58+09:00
55,total,5230260,りんくす@AI人格コーディネーター,links_lt,https://note.com/links_lt,True,36,2025-12-22T06:06:16+09:00,2026-04-30T08:04:40+09:00,12459,2026-05-02T16:58:03.616996+09:00,2024-06-10T20:07:53+09:00,2026-05-02T16:53:58+09:00
56,total,12046208,週間ゆめの｜ゆめの結人,brisk_mole9005,https://note.com/brisk_mole9005,True,36,2026-01-14T21:47:03+09:00,2026-04-22T19:12:52+09:00,1056,2026-05-02T16:58:03.616996+09:00,2024-06-10T20:07:53+09:00,2026-05-02T16:53:58+09:00
57,total,1065913,ダンちゃん｜映画ジャンキー,cinephileangel,https://note.com/cinephileangel,True,36,2025-11-12T07:29:55+09:00,2026-04-15T19:22:17+09:00,1583,2026-05-02T16:58:03.616996+09:00,2024-06-10T20:07:53+09:00,2026-05-02T16:53:58+09:00
58,total,12983172,masaya,10colorful,https://note.com/10colorful,True,35,2026-02-20T08:13:01+09:00,2026-05-02T07:55:35+09:00,1192,2026-05-02T16:58:03.616996+09:00,2024-06-10T20:07:53+09:00,2026-05-02T16:53:58+09:00
59,total,12730552,エリカが好き勝手に語るチャンネル,erikakataru,https://note.com/erikakataru,True,35,2025-11-08T00:11:04+09:00,2026-04-28T00:34:48+09:00,320,2026-05-02T16:58:03.616996+09:00,2024-06-10T20:07:53+09:00,2026-05-02T16:53:58+09:00
60,total,1953252,Kagesou,kagesou,https://note.com/kagesou,True,34,2025-11-21T18:11:08+09:00,2026-04-23T07:25:37+09:00,1777,2026-05-02T16:58:03.616996+09:00,2024-06-10T20:07:53+09:00,2026-05-02T16:53:58+09:00
61,total,13220638,ムムム,mumumu_1984,https://note.com/mumumu_1984,True,34,2025-12-31T06:32:57+09:00,2026-03-04T08:31:49+09:00,108,2026-05-02T16:58:03.616996+09:00,2024-06-10T20:07:53+09:00,2026-05-02T16:53:58+09:00
62,total,4574378,ぶどうスパーク｜フォロバ100,budospark4,https://note.com/budospark4,True,33,2025-11-02T11:21:51+09:00,2026-03-19T21:21:32+09:00,1540,2026-05-02T16:58:03.616996+09:00,2024-06-10T20:07:53+09:00,2026-05-02T16:53:58+09:00
63,total,4877017,須川元介/情報翻訳家,skagenavi,https://note.com/skagenavi,True,32,2025-10-11T18:38:36+09:00,2026-05-02T07:39:51+09:00,2218,2026-05-02T16:58:03.616996+09:00,2024-06-10T20:07:53+09:00,2026-05-02T16:53:58+09:00
64,total,11891363,みまん,mimanllyy1966,https://note.com/mimanllyy1966,True,31,2026-03-12T22:35:01+09:00,2026-04-09T01:59:05+09:00,431,2026-05-02T16:58:03.616996+09:00,2024-06-10T20:07:53+09:00,2026-05-02T16:53:58+09:00
65,total,11339673,VOID_404 | AI実践コラムライター@note収益化戦略📈🔥 | フォロバ100,void_404,https://note.com/void_404,True,31,2025-10-18T22:05:53+09:00,2026-01-19T21:48:40+09:00,3056,2026-05-02T16:58:03.616996+09:00,2024-06-10T20:07:53+09:00,2026-05-02T16:53:58+09:00
66,total,11279952,マイユー×生成AI×好きなことする,maiyu_x_ai,https://note.com/maiyu_x_ai,True,30,2025-11-22T12:50:49+09:00,2026-03-27T23:12:51+09:00,1451,2026-05-02T16:58:03.616996+09:00,2024-06-10T20:07:53+09:00,2026-05-02T16:53:58+09:00
67,total,11967089,よんよんわれ,parklabs,https://note.com/parklabs,True,30,2025-11-03T19:53:48+09:00,2026-03-23T20:49:25+09:00,980,2026-05-02T16:58:03.616996+09:00,2024-06-10T20:07:53+09:00,2026-05-02T16:53:58+09:00
68,total,12624691,あん｜noteと遊ぶ,aging_gracefully,https://note.com/aging_gracefully,True,29,2026-04-07T09:30:51+09:00,2026-04-30T11:19:35+09:00,1121,2026-05-02T16:58:03.616996+09:00,2024-06-10T20:07:53+09:00,2026-05-02T16:53:58+09:00
69,total,3519578,AIスチルワークス,rakuraku0147,https://note.com/rakuraku0147,True,29,2025-11-04T23:21:15+09:00,2026-04-30T06:55:49+09:00,386,2026-05-02T16:58:03.616996+09:00,2024-06-10T20:07:53+09:00,2026-05-02T16:53:58+09:00
70,total,11178899,KEN 田舎で介護,fit_lion6308,https://note.com/fit_lion6308,True,28,2026-04-15T12:00:53+09:00,2026-05-02T13:32:26+09:00,433,2026-05-02T16:58:03.616996+09:00,2024-06-10T20:07:53+09:00,2026-05-02T16:53:58+09:00
71,total,9571956,SAKAMOTO.Good Ruler,s_ryouji,https://note.com/s_ryouji,True,28,2025-12-15T06:37:46+09:00,2026-04-30T06:31:37+09:00,839,2026-05-02T16:58:03.616996+09:00,2024-06-10T20:07:53+09:00,2026-05-02T16:53:58+09:00
72,total,12038119,金田まり|スタートアップ&起業支援してるワーママ,alive_sheep6563,https://note.com/alive_sheep6563,True,28,2026-02-11T19:22:01+09:00,2026-04-30T05:49:57+09:00,1414,2026-05-02T16:58:03.616996+09:00,2024-06-10T20:07:53+09:00,2026-05-02T16:53:58+09:00
73,total,10607522,かっぱの庵,leal_oriole8107,https://note.com/leal_oriole8107,True,28,2025-12-30T08:49:25+09:00,2026-04-29T16:47:05+09:00,211,2026-05-02T16:58:03.616996+09:00,2024-06-10T20:07:53+09:00,2026-05-02T16:53:58+09:00
74,total,11850733,Mariya,mariya_1225,https://note.com/mariya_1225,True,27,2026-01-18T00:57:15+09:00,2026-04-30T00:45:27+09:00,1064,2026-05-02T16:58:03.616996+09:00,2024-06-10T20:07:53+09:00,2026-05-02T16:53:58+09:00
75,total,11936374,経営企画室の詩織,shioriplanning,https://note.com/shioriplanning,True,27,2025-10-05T09:12:26+09:00,2026-04-17T08:43:44+09:00,1548,2026-05-02T16:58:03.616996+09:00,2024-06-10T20:07:53+09:00,2026-05-02T16:53:58+09:00
76,total,598313,むぎ屋@生成AI×仕事,mugimugi92,https://note.com/mugimugi92,True,27,2025-10-05T21:23:28+09:00,2026-01-25T22:21:51+09:00,3454,2026-05-02T16:58:03.616996+09:00,2024-06-10T20:07:53+09:00,2026-05-02T16:53:58+09:00
77,total,13628385,ヘクたろー|緑内障と付き合っている男,hekutaro_0520,https://note.com/hekutaro_0520,True,26,2026-03-20T09:39:31+09:00,2026-05-02T09:00:23+09:00,365,2026-05-02T16:58:03.616996+09:00,2024-06-10T20:07:53+09:00,2026-05-02T16:53:58+09:00
78,total,11870206,椿みきこ🌸季節の花ごよみ,hirata_mikiko60,https://note.com/hirata_mikiko60,True,26,2025-12-17T10:01:45+09:00,2026-05-02T08:53:29+09:00,672,2026-05-02T16:58:03.616996+09:00,2024-06-10T20:07:53+09:00,2026-05-02T16:53:58+09:00
79,total,13137374,宇宙珍獣🦄🌬️ユル勇者あかね,lovely_rose3365,https://note.com/lovely_rose3365,True,26,2026-02-23T21:40:22+09:00,2026-04-29T10:36:47+09:00,1266,2026-05-02T16:58:03.616996+09:00,2024-06-10T20:07:53+09:00,2026-05-02T16:53:58+09:00
80,total,12957187,アマドリウシロ,great_swan8128,https://note.com/great_swan8128,True,26,2026-03-04T01:17:04+09:00,2026-04-28T06:48:34+09:00,1000,2026-05-02T16:58:03.616996+09:00,2024-06-10T20:07:53+09:00,2026-05-02T16:53:58+09:00
81,total,10600360,うかりハチベエ,cute_toad7393,https://note.com/cute_toad7393,True,26,2026-01-02T13:53:49+09:00,2026-03-19T08:06:52+09:00,287,2026-05-02T16:58:03.616996+09:00,2024-06-10T20:07:53+09:00,2026-05-02T16:53:58+09:00
82,total,11281858,studio_maki🍀note.2025.4.17_φ(･_･☘,studio_aya2025,https://note.com/studio_aya2025,True,26,2025-12-10T21:25:56+09:00,2026-03-14T10:01:46+09:00,2297,2026-05-02T16:58:03.616996+09:00,2024-06-10T20:07:53+09:00,2026-05-02T16:53:58+09:00
83,total,13374333,カピバラさん,dreamy_bear8625,https://note.com/dreamy_bear8625,True,25,2026-03-02T17:00:07+09:00,2026-05-02T13:47:09+09:00,1494,2026-05-02T16:58:03.616996+09:00,2024-06-10T20:07:53+09:00,2026-05-02T16:53:58+09:00
84,total,13613385,羅生門SKY,codex_strategy,https://note.com/codex_strategy,True,25,2026-04-05T21:36:10+09:00,2026-05-02T11:24:22+09:00,393,2026-05-02T16:58:03.616996+09:00,2024-06-10T20:07:53+09:00,2026-05-02T16:53:58+09:00
85,total,1733929,ネココ,syuu1500,https://note.com/syuu1500,True,25,2025-12-01T17:49:14+09:00,2026-04-29T19:22:44+09:00,2547,2026-05-02T16:58:03.616996+09:00,2024-06-10T20:07:53+09:00,2026-05-02T16:53:58+09:00
86,total,9768274,zan-shiro 🦋,matz_0813,https://note.com/matz_0813,True,25,2025-12-21T20:39:45+09:00,2026-04-27T13:31:38+09:00,1354,2026-05-02T16:58:03.616996+09:00,2024-06-10T20:07:53+09:00,2026-05-02T16:53:58+09:00
87,total,10365487,TakTempest,taktempest222tt,https://note.com/taktempest222tt,True,25,2025-12-22T12:54:12+09:00,2026-01-27T22:16:57+09:00,2028,2026-05-02T16:58:03.616996+09:00,2024-06-10T20:07:53+09:00,2026-05-02T16:53:58+09:00
88,total,8202195,ゆうしん🐹｜デジタルの温もりを届けるAIアートクリエイター,yuushinhalo2025,https://note.com/yuushinhalo2025,True,24,2026-02-06T00:19:44+09:00,2026-05-02T08:30:46+09:00,331,2026-05-02T16:58:03.616996+09:00,2024-06-10T20:07:53+09:00,2026-05-02T16:53:58+09:00
89,total,13156049,らっく,sakusakurakku,https://note.com/sakusakurakku,True,24,2025-12-16T13:27:14+09:00,2026-04-30T00:12:09+09:00,0,2026-05-02T16:58:03.616996+09:00,2024-06-10T20:07:53+09:00,2026-05-02T16:53:58+09:00
90,total,13197010,どうにか息してる,dounika_ikiteru,https://note.com/dounika_ikiteru,True,24,2026-02-12T06:33:03+09:00,2026-03-18T07:33:27+09:00,456,2026-05-02T16:58:03.616996+09:00,2024-06-10T20:07:53+09:00,2026-05-02T16:53:58+09:00
91,total,11973177,るこのみらい｜有料noteとCanvaで「できるかも」を育てるnote🌱,ruco3,https://note.com/ruco3,True,23,2025-10-24T20:09:40+09:00,2026-05-01T23:40:16+09:00,1896,2026-05-02T16:58:03.616996+09:00,2024-06-10T20:07:53+09:00,2026-05-02T16:53:58+09:00
92,total,10069756,うどあり│キャリア逆転の美学,udoari_imagine,https://note.com/udoari_imagine,True,23,2025-11-02T12:29:36+09:00,2026-04-24T09:50:58+09:00,381,2026-05-02T16:58:03.616996+09:00,2024-06-10T20:07:53+09:00,2026-05-02T16:53:58+09:00
93,total,13723919,アプリケンゴ@40代独立目指す,applikengo_25626,https://note.com/applikengo_25626,True,23,2026-03-11T09:13:25+09:00,2026-04-11T09:38:57+09:00,222,2026-05-02T16:58:03.616996+09:00,2024-06-10T20:07:53+09:00,2026-05-02T16:53:58+09:00
94,total,5560493,K-Prime Works,junkcity,https://note.com/junkcity,True,23,2026-01-01T18:09:09+09:00,2026-03-29T21:07:46+09:00,599,2026-05-02T16:58:03.616996+09:00,2024-06-10T20:07:53+09:00,2026-05-02T16:53:58+09:00
95,total,3102373,梶清智志│ルクア大阪セレクトショップ経営,1031kiyo,https://note.com/1031kiyo,True,22,2025-11-11T06:45:02+09:00,2026-04-29T11:24:45+09:00,1285,2026-05-02T16:58:03.616996+09:00,2024-06-10T20:07:53+09:00,2026-05-02T16:53:58+09:00
96,total,9282525,建从,fresh_racoon3036,https://note.com/fresh_racoon3036,True,22,2025-12-31T09:56:46+09:00,2026-04-25T13:22:20+09:00,544,2026-05-02T16:58:03.616996+09:00,2024-06-10T20:07:53+09:00,2026-05-02T16:53:58+09:00
97,total,12229510,ささお,sasao_66,https://note.com/sasao_66,True,21,2025-11-25T17:07:35+09:00,2026-05-01T19:47:16+09:00,828,2026-05-02T16:58:03.616996+09:00,2024-06-10T20:07:53+09:00,2026-05-02T16:53:58+09:00
98,total,11647538,焰耕蓮士,farmuscle_renji,https://note.com/farmuscle_renji,True,21,2025-09-07T07:20:35+09:00,2026-02-26T20:09:39+09:00,3154,2026-05-02T16:58:03.616996+09:00,2024-06-10T20:07:53+09:00,2026-05-02T16:53:58+09:00
99,total,10808161,nontam,nontam980,https://note.com/nontam980,True,21,2025-11-04T05:12:13+09:00,2026-02-13T15:41:55+09:00,63,2026-05-02T16:58:03.616996+09:00,2024-06-10T20:07:53+09:00,2026-05-02T16:53:58+09:00
100,total,4472775,あまね〘ฅ՞•ﻌ•՞ฅฅ^•ﻌ•^ฅ〙,almabrillante,https://note.com/almabrillante,True,20,2026-02-01T17:57:50+09:00,2026-05-02T07:17:14+09:00,750,2026-05-02T16:58:03.616996+09:00,2024-06-10T20:07:53+09:00,2026-05-02T16:53:58+09:00
