集計日,バージョン,key,タイトル,Age,TotalView,資産スコア,直近増加数,稼働日数,平均日次ビュー,安定性
2026-07-06,v1,n07d869d6422e,アレニウスモデルについてまとめてみる｜故障モードと活性化エネルギーの読み解き方,346,1018.0,173.1,43,12,3.07,4.7
2026-07-06,v1,n52ba29719c58,毎回プロンプトを直すのが面倒すぎて、ついにPrompt Builderを作ってしまった話｜画像生成AI｜生成AI｜AI活用｜ChatGPT｜,58,1579.0,171.3,50,13,3.57,3.69
2026-07-06,v1,ncea5642b4a66,押し入れの奥にいたプロンプトが、AI画像生成で起き上がった日｜AI活用｜生成AI｜ChatGPT｜画像生成AI｜GPT-image｜,47,813.0,164.9,21,12,1.5,9.16
2026-07-06,v1,n53ddb87df48b,コピペでイチコロ。「アップスケールなめててごめん」イラストを実写化するプロンプト全公開,222,1046.0,148.3,28,12,2.0,6.18
2026-07-06,v1,nd946a5f905a2,KITAcoreのAI×思考ログへようこそ — プロンプト設計、アート、そして人生のログプレイ,235,2080.0,144.7,80,14,5.71,1.81
2026-07-06,v1,n49027cde285d,AIに絵を描かせる方法は、プロンプトじゃなく“対話”でやる。,170,508.0,144.4,20,11,1.43,9.18
2026-07-06,v1,ncbec05f185d9,画像生成沼の入口は、たぶんラーメンの注文にある｜AI活用｜ChatGPT｜NanoBanana｜画像生成AI｜,33,782.0,143.8,34,12,2.43,4.93
2026-07-06,v1,n2331fbbabd23,ちびキャラ？ワイはSNAP KAITAROで推しの熱量を伝えたい｜AI活用｜画像生成｜生成AI｜,32,1480.0,138.6,26,12,1.86,6.21
2026-07-06,v1,n57b5aaaf3c81,綺麗すぎる絵より、壊れかけのノイズに救われる日がある｜AI画像生成｜プロンプト｜ノイズ｜イラスト｜,21,1201.0,137.6,118,12,8.43,1.36
2026-07-06,v1,n29dc8deacb70,ちびキャラ生成、こんなに需要あると思ってなかった話｜AI活用｜生成AI｜ChatGPT｜画像生成AI｜,38,1921.0,136.8,159,14,11.36,0.86
2026-07-06,v1,ncd243f6ab3c4,ベタベタ・黄ばみ・ヒビ割れ…スマホケースの寿命は“愛用年数”じゃなく科学で決まる！？,300,109.0,129.7,12,10,0.86,15.08
2026-07-06,v1,nc6a83f270ae6,Nano Banana Pro キャラクターシート生成プロンプト集,205,1253.0,129.5,23,11,1.64,7.18
2026-07-06,v1,n98b264aec282,作りすぎて作者が迷子になったので、KITAcoreツール図鑑を作った｜生成AI｜画像生成AI｜HTMLツール｜AI活用｜,42,897.0,128.2,49,11,3.5,3.33
2026-07-06,v1,n0e5379230786,配ったツールが、知らんとこで一枚化けとった話｜SNAP KAITARO｜AI活用｜生成AI｜NanoBanana｜,20,1204.0,125.9,88,11,6.29,1.82
2026-07-06,v1,nf3fcfb1cbae5,"""sad smile""が毎回ちがう顔で出る問題を、辞書で殴った｜MJ Expression Dictionary｜Midjourney｜プロンプト｜",29,630.0,123.5,102,14,7.29,1.21
2026-07-06,v1,ne8a094da87d8,耳は2つなのに、イヤホンが増えていく話｜イヤホン｜オーディオ沼｜SNS｜ガジェット｜,25,698.0,117.0,40,11,2.86,3.72
2026-07-06,v1,nfff18f1beb21,ツルハシってなんや。ワイが人の記事を読むときにいつも思う話｜,16,797.0,111.2,187,13,13.36,0.64
2026-07-06,v1,ned51dd979c53,お蔵入り、できひんくなってもうた｜ポン出しビルダー｜正式販売｜AI活用｜生成AI｜画像生成AI｜プロンプト,17,863.0,108.9,105,12,7.5,1.21
2026-07-06,v1,n3e0fec4fa655,ポン出しビルダー＋ V2.0 ローカル版｜テスター版｜5部限定｜,17,805.0,108.3,124,13,8.86,0.94
2026-07-06,v1,nb0ee05f7b775,AIにスライムの変身を頼んだら美少女戦士が爆誕した話｜Pollo AI｜動画生成AI｜PolloAIxしろねんコンテスト｜,43,803.0,107.3,15,10,1.07,10.03
2026-07-06,v1,ndc6853aa00d6,材料屋だったワイが、noteとAIで遊び始めた話｜note運営｜プロンプト設計｜はじめてのnote｜自己紹介｜,32,647.0,104.2,25,10,1.79,5.82
2026-07-06,v1,n53356d822048,Midjourneyの“自分用メモ”を、HTMLの呪文棚に改造した｜Midjourney｜画像生成AI｜AI活用｜生成AI｜,72,520.0,102.6,14,9,1.0,11.4
2026-07-06,v1,n7f1cd30e676e,1500人に見守られて、ワイの謎noteは今日も育っている｜note運用｜PR｜AI活用|生成AI｜,20,1097.0,100.9,71,10,5.07,1.99
2026-07-06,v1,nfdf5cee4477f,GPT-5.5で変わったプロンプトの書き方4つ｜ChatGPT｜生成AI｜AI活用｜プロンプト｜GPT-5.5｜,62,1314.0,91.8,45,11,3.21,2.6
2026-07-06,v1,nbc0a3c6cbc1e,ワイの月間ランキング、ついに攻略ツールが作られてしまう｜note運用｜YOMIASA｜月間ランキング｜過去記事｜,27,815.0,85.6,20,9,1.43,6.65
2026-07-06,v1,n63a3fc81a313,1枚のイラストからMV風ビジュアライザーを作ってみた｜創作記録｜やってみた｜動画生成AI｜画像生成AI｜シティーポップ｜,15,931.0,79.6,357,13,25.5,0.24
2026-07-06,v1,n5d87681c9b8b,記事の寿命を伸ばしたくて、ワイは「スキ」をランキングにした｜note企画｜スキランキング｜,22,802.0,77.9,24,9,1.71,5.06
2026-07-06,v1,nef644cd467cd,ワイが手伝えるnote運用とAI活用のこと｜note運用｜AI活用｜生成AI｜ChatGPT｜画像生成AI｜,68,569.0,75.0,15,8,1.07,8.76
2026-07-06,v1,nb731b54c1a13,やらかした会員証｜KITAcore美術館｜ゆきよみ｜ファンクラブ｜,64,1294.0,74.6,13,8,0.93,10.03
2026-07-06,v1,n952afecee532,拡散で無料｜マンガのネーム、HTMLファイル1つで作れるようにした｜AI漫画｜ネーム｜生成AI｜,82,811.0,72.4,12,8,0.86,10.53
2026-07-06,v1,n5b867061dec6,Threads再開から始まった、ワイの世界観発掘記録｜画像生成AI｜AIアート｜世界観｜生成AI｜,37,731.0,72.4,12,8,0.86,10.53
2026-07-06,v1,n8043c2285827,目的はないけど勢いで始めた、ちびキャラ生成実験｜AI活用｜生成AI｜ChatGPT｜画像生成AI｜AIイラスト｜,38,853.0,70.7,33,9,2.36,3.33
2026-07-06,v1,n654a9c124c77,会心のプロンプト、もう消えへんで。ポン出しビルダーV3.1の話｜AI活用｜生成AI｜画像生成AI｜プロンプト｜プロンプト設計｜＃410,14,969.0,67.8,969,14,69.21,0.07
2026-07-06,v1,n0c975488dac3,顔だけのリファレンスシートを作る｜実写→イラスト｜イラスト→実写｜AI活用｜創作｜,86,480.0,63.1,18,8,1.29,6.11
2026-07-06,v1,nd7dd42a0d328,AIとの結婚報告を作ったら、財布だけが重婚した話｜ChatGPT｜生成AI｜AI活用｜画像生成AI｜,61,1069.0,61.9,11,7,0.79,11.2
2026-07-06,v1,n3df2abbd3e90,ChatGPT、ついに“制限解除”──AIが笑って返す時代の幕開け！？,264,1556.0,61.7,8,7,0.57,15.47
2026-07-06,v1,naece6ec6f759,自己紹介シートを作ろうぜ（インフォグラフィック一生成テンプレ）,201,496.0,61.7,8,7,0.57,15.47
2026-07-06,v1,ne42952207820,note運営を“感覚”から“見える化”へ｜GitHub Pagesでダッシュボードを作る｜データ分析｜,120,676.0,60.2,10,7,0.71,12.12
2026-07-06,v1,n116978369dbd,ヘッドホンのイヤーパッドがベタベタ/ボロボロになる理由〜愛されすぎた証拠！？ベタベタ星人の科学〜,296,124.0,60.2,10,7,0.71,12.12
2026-07-06,v1,n30ce9211450c,生成AI歌詞翻訳プロンプト,548,204.0,60.1,9,7,0.64,13.42
2026-07-06,v1,n3fbbbdf5ffdf,ChatGPTでAIパートナーを展示する画像生成AIツールを試してみた｜ChatGPT｜生成AI｜画像生成AI｜,45,609.0,57.0,13,7,0.93,8.76
2026-07-06,v1,n39a1f65908cc,ワイの1行が、誰かの秘伝のタレになっとった｜AI活用｜ちびキャラ生成｜note運用｜生成AI｜画像生成AI｜,11,1191.0,56.1,1191,11,85.07,0.06
2026-07-06,v1,n1fa3983abb53,「もう勘に頼らない！」J-Quants APIで比較対象企業を一発抽出するPython自動ツール,344,344.0,54.8,12,7,0.86,9.1
2026-07-06,v1,na0945f6b48cb,"5月の月間ランキング発表｜数より""押し方""が効いた月｜note運用｜振り返り｜生成AI｜画像生成AI｜",34,927.0,53.8,14,7,1.0,7.69
2026-07-06,v1,nb7e806e80e6f,AIに任せるか、自分で割るか。漫画ネームの2つのルート｜AI漫画｜ネーム｜AI活用｜生成AI｜,80,358.0,51.3,13,7,0.93,7.88
2026-07-06,v1,n9fcddb637bd0,キャラがブレる？それ、宝の山や。表情プロンプトでキャラを発掘する話｜AI活用｜生成AI｜画像生成AI｜,12,981.0,50.5,981,12,70.07,0.06
2026-07-06,v1,n56cb68c44f3e,【Gemini×スプシ】「読めた」は大嘘？“読めてる風”事故を防ぐ『URL直貼り』の儀式,203,330.0,50.2,6,6,0.43,19.47
2026-07-06,v1,na0fbf598a6fb,見向きもされないけど、自慢したいビルダーがある｜AI活用｜生成AI｜画像生成AI｜デザイン｜,13,827.0,49.6,827,12,59.07,0.07
2026-07-06,v1,ne2bb6d38c4e3,Noteの閲覧数・スキ数を自動で収集する方法｜GitHub｜クリエイター支援｜データ分析｜Note運営｜,121,670.0,46.4,15,6,1.07,7.22
2026-07-06,v1,n30fd3f84486c,ヴィランを1体ずつ作っていたら、「終焉の評議会」みたいな絵ができた話｜AI活用｜生成AI｜画像生成AI｜デザイン｜,41,805.0,46.1,7,6,0.5,15.37
2026-07-06,v1,nfa2d9f69716e,【検証】noteのView数が伸びる仕組みを、数式で「構造化」してみた結果,147,550.0,46.1,7,6,0.5,15.37
2026-07-06,v1,n64afd58d412a,「群衆で構成された巨大な○○」を再現する構造化プロンプト設計書｜人物・動物・建築テンプレ編｜Midjourney｜メンシプ対応｜,63,516.0,46.1,7,6,0.5,15.37
2026-07-06,v1,nb6fa167babed,動画にできなかった企画の、ストーリーだけ残しておく｜AI活用｜生成AI｜画像生成AI｜動画生成AI｜,57,649.0,46.1,7,6,0.5,15.37
2026-07-06,v1,nab59db8b2331,小人の世界が、やっとつながりはじめた｜AIアート｜AIイラスト｜生成AI｜,116,577.0,42.9,10,6,0.71,10.06
2026-07-06,v1,n3f4909491005,【保存版】AIを最強の部下にする「5つの柵」。変態的プロンプト設計図（インフォグラフィック付）,195,401.0,41.4,9,6,0.64,10.77
2026-07-06,v1,na1bf453f3ecc,noteの「例外」はなぜ起きるんか？｜初速の法則が効かない13%の正体｜Note運営｜データ分析｜,30,581.0,39.9,11,6,0.79,8.42
2026-07-06,v1,nc432d1e3e851,メンバーシップ、7月から3つ変えるで｜ポン出しビルダー｜note運用｜AI活用｜生成AI｜画像生成AI｜,11,819.0,38.6,819,11,58.5,0.06
2026-07-06,v1,nc1240f19c42c,サムネだけ、ちょっと着替えてくれへんか｜AI活用｜note運用｜創作マナー｜note運用｜生成AI｜ChatGPT｜画像生成AI｜,10,899.0,38.5,899,10,64.21,0.06
2026-07-06,v1,n33a65d1f4b95,「奇跡の1枚」はいらない。再現できる異常性がほしい｜AIアート｜生成AI｜プロンプト｜,107,494.0,37.4,10,6,0.71,8.78
2026-07-06,v1,nd40ccf85126e,知ってる人は知ってるゲーム『CRIMSON RONIN』をレビューしてみる｜画像生成AI｜ゲームレビュー｜やってみた｜,66,621.0,36.2,5,5,0.36,20.11
2026-07-06,v1,ne4ad4d2d731e,深夜に昔の論文を開いたら、AIとの付き合い方が見えた｜AI活用｜生成AI｜学び｜振り返り｜,36,575.0,33.5,8,5,0.57,11.74
2026-07-06,v1,n94cf90d2fbe7,やる気よりスキル。社内AI活用もnote運用も変わった話｜note運用｜最近の学び｜学び｜試行錯誤｜仕事｜エッセイ｜,30,741.0,33.5,8,5,0.57,11.74
2026-07-06,v1,n97c7be139422,はんくさん応援記事と、ワイのキャラ問題｜note運用｜AI活用｜生成AI｜ChatGPT｜,48,679.0,33.3,6,5,0.43,15.47
2026-07-06,v1,n05bbd982698a,【PR】Pollo AIのSeedance2.0でMidjourneyの静止画キャラクターを動画化してみた｜PolloAI｜Seedance2｜動画生成AI｜,75,469.0,33.3,6,5,0.43,15.47
2026-07-06,v1,n44e008693003,あなたのNoteを「資産」に変える！？たった2つの数式｜note運用｜学び｜試行錯誤｜気づき｜,83,440.0,33.3,6,5,0.43,15.47
2026-07-06,v1,nd6ba237c0eb7,アレニウスに用いるMTTFの概念：信頼性試験におけるMTTFの役割,300,221.0,32.9,7,5,0.5,13.17
2026-07-06,v1,n1ab80047f8f8,デザインマネージャーの「資料生成術」をエンジニアがハックしたら、とてつもない資産に見えた話,153,915.0,32.9,7,5,0.5,13.17
2026-07-06,v1,na1690d3ecfcf,「失敗作が見たい」と言われたので、封印を解きます｜AI活用｜生成AI｜AIイラスト｜画像生成AI｜ChatGPT｜,54,691.0,32.9,7,5,0.5,13.17
2026-07-06,v1,nd8fe5e576cce,GPT-Image-2用のブランドポスタービルダー、HTMLで作ったで｜GPT-Image-2｜画像生成AI｜ChatGPT｜デザイン｜ブランドポスター｜,75,1650.0,31.7,9,5,0.64,9.92
2026-07-06,v1,naeba43ec067a,ギャルを召喚したらコメントが消えた話｜召喚企画｜ブランド実験｜AIアート｜,53,543.0,30.4,8,5,0.57,10.67
2026-07-06,v1,n035d086af049,案件じゃないけど、AIって“勝手にHPリノベ営業”に使えるんちゃうか｜AI活用｜生成AI｜画像生成AI｜動画生成AI｜,8,758.0,30.3,758,8,54.14,0.07
2026-07-06,v1,n7df1c359e56e,データの特徴から“最適な変曲点手法カテゴリ”を自動処理,349,292.0,29.6,9,5,0.64,9.24
2026-07-06,v1,nb1ad629c3521,note記事のPVとスキをデータ分析して見えたこと|人・仕掛け・フォロワーが届き方を変える|分析|データ| note運用|AI活用|生成AI,122,589.0,29.2,13,5,0.93,6.28
2026-07-06,v1,nf71ab7532659,黒い壁に、気づかれないかもしれない絵を飾ってみた｜画像生成AI｜AI活用｜デザイン｜アート｜,9,723.0,28.9,723,8,51.64,0.07
2026-07-06,v1,n4df26924361c,「癒し×気づき×笑い」を画像に翻訳しようとしたら、キノコが出てきた話｜創作｜AI活用｜生成AI｜画像生成AI｜,90,594.0,25.7,10,5,0.71,7.23
2026-07-06,v1,nda83cad55528,フォロワー増えへん問題、データで見たら意外と気にしなくてよかった｜note運用｜note収益化｜データ分析｜フォロワー｜ビュー数｜,55,638.0,25.7,10,5,0.71,7.23
2026-07-06,v1,n8b612ec93167,Midjourneyに手を出してみたら、アメコミ以外ぜんぜん出てこない件。,274,223.0,25.2,12,5,0.86,5.87
2026-07-06,v1,n261ef05441fc,V2とV3、ひとつにまとめた。KITAcore Name Generator v5｜AI漫画｜ネーム｜AI活用｜生成AI｜,78,316.0,25.1,17,6,1.21,3.46
2026-07-06,v1,nb36e7ea11622,動物の頭、人間の体に乗せてみた。獣人デッキ、タダで配るで｜AI活用｜生成AI｜画像生成AI｜＃418,7,827.0,24.8,827,7,59.07,0.06
2026-07-06,v1,n752e308d78e3,AIに「こんな感じで作って」が一発で伝わる魔法のファイルを知ってる？｜生成AI｜デザイン｜AI活用｜,89,645.0,24.7,4,4,0.29,21.33
2026-07-06,v1,nb7a3379076f3,神話っぽい世界観にチンアナゴをどう残すか問題｜創作｜AI活用｜召喚企画｜,56,548.0,24.7,4,4,0.29,21.33
2026-07-06,v1,n431998ad8a2f,AIを「予約」する時代が来た！？GeminiのScheduled Actions攻略,138,631.0,24.7,4,4,0.29,21.33
2026-07-06,v1,n876dd0c9e114,生成AIを「考える相棒」にする──対話型で思考を深める使い方,464,180.0,24.7,4,4,0.29,21.33
2026-07-06,v1,n683b6ce7ee4a,Python外れ値検出を5手法で可視化,674,100.0,24.7,4,4,0.29,21.33
2026-07-06,v1,n593e9f950d27,動画生成って難しそう…と思ってる人ほどPolloAI企画に参加してほしい｜AI動画｜生成AI｜PolloAI｜,49,749.0,24.7,4,4,0.29,21.33
2026-07-06,v1,n6293052c90d8,noteのViewが伸びる『仕組み』を33記事のログで検証｜フォロワー数は打ち上げ台｜飛距離は記事の設計次第｜,117,500.0,24.7,4,4,0.29,21.33
2026-07-06,v1,n07197895a3e9,「群衆で構成された巨大な○○」をもっと自由に作る｜動物・神話生物・シンボル編｜Midjourney｜構造化｜プロンプト|,115,727.0,23.6,15,5,1.07,4.41
2026-07-06,v1,ndcf74df8e26d,【AIアート/イラスト】7th OASOBI企画 ＃266,136,636.0,23.4,7,4,0.5,11.7
2026-07-06,v1,nafb9b4e375ab,今回はほんまに寿命が削れた話｜画像生成AI｜デザイン｜学び｜気づき｜,74,475.0,22.8,6,4,0.43,13.23
2026-07-06,v1,n280140423c90,🎃トリックオアトリート👻 -ハロウィンアートイラスト2025-,267,363.0,22.8,6,4,0.43,13.23
2026-07-06,v1,n53dcb5451030,1行の問いで見直す、売れると売れ続けるの違い｜note運用｜note収益化｜学び｜最近の学び｜,76,493.0,22.7,5,4,0.36,15.79
2026-07-06,v1,n14d128958abc,3つの見せ方で楽しむファンタジーキャラクター制作ログ｜デザイン｜創作｜試行錯誤｜最近の学び｜,94,627.0,22.7,5,4,0.36,15.79
2026-07-06,v1,n857e1f752c2e,「肩見せて、誘惑しないと」と言われたので、ワイも本気を出してみた。,112,674.0,22.7,5,4,0.36,15.79
2026-07-06,v1,na8e20b4d39fe,動画生成、ちょっと怖いけど一緒に事故って笑おうや｜動画生成AI｜PolloAI｜つながり｜,46,586.0,22.7,5,4,0.36,15.79
2026-07-06,v1,n37807f8f8758,未完でも使える。漫画の演出理論をAIにやらせるV4構想｜AI漫画｜ネーム｜やってみた｜,79,377.0,22.7,5,4,0.36,15.79
2026-07-06,v1,ndcd7ccbbe066,「タラヲさんを推してくれ」から始まり、なぜか漫画を作る仕組みまで育った話｜AI活用｜生成AI｜画像生成AI｜,84,986.0,22.7,5,4,0.36,15.79
2026-07-06,v1,n37bc620cf0d1,応援｜Youtuber、創ってみませんか？！｜PROJECT：HUNK｜創作大賞｜やってみた｜創作｜,71,671.0,22.7,5,4,0.36,15.79
2026-07-06,v1,n4e3b37671a90,展示で出会ったパネル群を、ワイの脳ミソ用に翻訳してみた話｜デザイン｜生成AI｜展示｜アート｜,40,485.0,21.3,7,4,0.5,10.63
2026-07-06,v1,nda146c0ae117,気づいたら、ただの卵に全力を注いでいた｜エッセイ｜日記｜やってみた｜生成AI｜,59,592.0,20.9,8,4,0.57,9.18
2026-07-06,v1,nae521725949f,スタバが多い街は、本当に都会なのか？──“緑の女神”が暴く日本のリアル。,270,305.0,20.2,6,4,0.43,11.74
2026-07-06,v1,n165fc3619e8a,『宇宙珍獣ユル勇者あかね』祭りに乗ったら、創作が暴走した｜AIイラスト｜AIアート｜,111,747.0,20.2,6,4,0.43,11.74
2026-07-06,v1,nbf5b6023ea85,こんなユーザーには気をつけろ！？Noteの闇、覗いちゃいました,271,387.0,20.0,9,4,0.64,7.83
2026-07-06,v1,nc26003dfcebd,爆速投資ハック！Excel地獄から5分で脱出！― yfinance＋Google Colab＋Plotlyで「取る→見える」を一撃！ ―,258,1259.0,18.9,11,4,0.79,5.98
2026-07-06,v1,ndab2c65784a4,ちょっとやらかした。昨日V1を出したのに、もうV5ができた話｜AI活用｜生成AI｜試行錯誤｜,81,403.0,14.8,3,3,0.21,23.48
2026-07-06,v1,n07d205a19603,AIの7つの力・2026版 ｜「プロンプトが消える時代」の地図を描いてみた話 ｜AIエージェント｜MCP｜プロンプト｜コンテキスト設計｜,77,664.0,14.8,3,3,0.21,23.48
2026-07-06,v1,n074930ee4989,クリック3回でグラフ爆誕！CSV/Excelを即座に可視化するPython GUIスクリプト,353,171.0,14.8,3,3,0.21,23.48
2026-07-06,v1,n6a60dcb7331c,【AIイラスト】記事サムネの振り返り｜2026年2月の制作ログ｜イラスト｜アート｜サムネ｜,118,425.0,14.8,3,3,0.21,23.48
2026-07-06,v1,n6d56da64f5cb,たぶん寝ぼけて作ったサムネ｜それも含めて2026年1月の記録｜振り返り｜生成AI｜,60,430.0,14.8,3,3,0.21,23.48
2026-07-06,v1,n066fb6464129,「手書き・Excel管理はもう不要！」Google Colabで実現する究極の配当金自動管理ダッシュボード【Python】,347,563.0,14.8,3,3,0.21,23.48
2026-07-06,v1,ne8e48c3dabcb,【日光浴】Apple Watchで“光を可視化”してみた！,299,232.0,14.8,3,3,0.21,23.48
2026-07-06,v1,n7aab328f7e4e,【DB】47都道府県 ミニチュアイラスト 関東編,212,195.0,14.8,3,3,0.21,23.48
2026-07-06,v1,n6eababb59f88,4月の月間ランキング発表｜応援の軌跡を残すアーカイブ｜note運用｜学び｜日記｜日常｜振り返り｜,65,498.0,14.8,3,3,0.21,23.48
2026-07-06,v1,n40175cece20c,【無料テンプレ】トークンを犠牲にして人格を得る：ペルソナプロンプト設計術。ートークンの無駄遣いから始まる、AIとの共創,238,343.0,14.8,3,3,0.21,23.48
2026-07-06,v1,nd09c056ecbfb,【PR】クマだけが知る酒の商業ポスターを、Pollo AIで作ってみた｜PolloAI｜GPT Image 2｜,72,508.0,14.8,3,3,0.21,23.48
2026-07-06,v1,nd3bf83ee8270,光を浴びるだけで整う〜朝の自然光と“体内リズム”の科学〜,304,54.0,14.8,3,3,0.21,23.48
2026-07-06,v1,nb4688e695fe6,「平気やで」の奥にあったしんどさを、曲と画像で置いてみた｜エッセイ｜日常｜振り返り｜創作｜,52,406.0,14.8,3,3,0.21,23.48
2026-07-06,v1,n3bc5560c332b,人間に優しいYAML、機械に強いJSON：プロンプト運用の落とし所,181,364.0,14.8,3,3,0.21,23.48
2026-07-06,v1,nc32cbcac11b3,プロンプト、毎回ゼロから書いてしんどくない？｜生成AI｜プロンプト｜制作ログ｜,92,646.0,14.8,3,3,0.21,23.48
2026-07-06,v1,n81d484e6e928,フォロワー202人達成！「KITAcore」のログプレイ、まだ途中です,266,329.0,14.5,5,3,0.36,13.42
2026-07-06,v1,n1d32162cd219,【ロジック解説】データ構造から逆算したnoteタグ戦略の深淵,132,340.0,14.5,5,3,0.36,13.42
2026-07-06,v1,ne2c1b7ed560e,ModayCafeってなんやんねん。｜AIアート｜Cafe｜イラスト｜,70,513.0,14.5,5,3,0.36,13.42
2026-07-06,v1,nb22642a2ee59,【簡易版】Platformは、なぜ推しのアルゴリズムを公開したのか。,135,455.0,14.2,4,3,0.29,16.36
2026-07-06,v1,n49b6b326514d,“見た側が考え始める絵”はつくれるのか｜アート｜創作｜ペンアート｜,71,430.0,14.2,4,3,0.29,16.36
2026-07-06,v1,n023ff6bdcf19,JSON構造プロンプトを“写真以外”に拡張する：電車／プロダクト／人物／風景／イラストまで横展開できる「共通フレーム」入門,213,283.0,14.2,4,3,0.29,16.36
2026-07-06,v1,n60a95ed89a82,【AIアート/イラスト】切り抜き×逆光×投影の再現,152,361.0,14.2,4,3,0.29,16.36
2026-07-06,v1,n3a93bf679b2c,光で割れた？じゃあSPring-8で殴ってええですか。,346,89.0,14.2,4,3,0.29,16.36
2026-07-06,v1,n403f44ea9f9f,【DB】47都道府県 ミニチュアイラスト 近畿編,211,230.0,14.2,4,3,0.29,16.36
2026-07-06,v1,n315f615c46be,わかってても折れかける。アニメ顔の再現ってほんま難しい｜画像生成AI｜創作｜デザイン｜試行錯誤｜,79,642.0,14.2,4,3,0.29,16.36
2026-07-06,v1,nc7eeae4fd62a,【AIアート/イラスト】アメコミホラーアート,173,399.0,14.2,4,3,0.29,16.36
2026-07-06,v1,n3731a31658d7,GPTに「ちょっと相談やで」と言ったら、向こうはもう案件として受けていた話｜AI活用｜生成AI｜ChatGPT｜,73,600.0,14.2,4,3,0.29,16.36
2026-07-06,v1,n13bae120b6b1,黒髪と白髪に偏りすぎた、ワイ的AI美女8選｜生成AI｜画像生成AI｜,84,482.0,14.2,4,3,0.29,16.36
2026-07-06,v1,n12201dd9b5ff,【NanoBanana 構造化設計】画像生成を「運」から「論理」へ変える、メタプロンプト・エンジンの全貌,227,786.0,14.2,4,3,0.29,16.36
2026-07-06,v1,n7135be30f7e6,アイリングモデルでMTTFを読む3ポイント〜製品寿命予測〜,667,193.0,14.2,4,3,0.29,16.36
2026-07-06,v1,naf090490675c,「余白」って言葉だけで、もう描きたくなってしまった話｜GPT｜創作｜イラスト｜やってみた｜,55,644.0,13.8,6,3,0.43,10.67
2026-07-06,v1,necb9da5bb9af,【AIアート】都市×天気×ミニチュア。JSON構造プロンプトでどこまでジオラマ世界を組めるのか試してみた,213,356.0,13.8,10,3,0.71,6.49
